,0,1,2,3,4,5,6,7,8,9
33,15750.0,32.0,25329.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
34,14750.0,27.0,27500.0,3.0,97.0,0.0,0.0,1400.0,3.0,1100.0
35,16750.0,27.0,44068.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
36,13950.0,22.0,46961.0,3.0,97.0,0.0,0.0,1400.0,3.0,1100.0
37,16950.0,27.0,110404.0,2.0,90.0,0.0,0.0,2000.0,5.0,1255.0
38,16950.0,22.0,100250.0,2.0,90.0,0.0,0.0,2000.0,5.0,1255.0
39,19000.0,23.0,84000.0,2.0,90.0,0.0,0.0,2000.0,5.0,1270.0
40,17950.0,27.0,79375.0,2.0,90.0,1.0,0.0,2000.0,5.0,1255.0
41,15800.0,22.0,75048.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
42,17950.0,22.0,72215.0,2.0,90.0,1.0,0.0,2000.0,5.0,1255.0
43,21950.0,31.0,64982.0,3.0,192.0,1.0,0.0,1800.0,5.0,1195.0
44,17950.0,22.0,62636.0,2.0,90.0,1.0,0.0,2000.0,5.0,1255.0
45,20500.0,26.0,56000.0,3.0,110.0,1.0,1.0,1600.0,5.0,1180.0
46,15500.0,25.0,49163.0,3.0,110.0,0.0,1.0,1600.0,5.0,1165.0
47,13250.0,32.0,45725.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
48,15250.0,28.0,43210.0,3.0,97.0,0.0,0.0,1400.0,5.0,1110.0
49,15250.0,26.0,43000.0,3.0,97.0,0.0,0.0,1400.0,5.0,1110.0
50,16500.0,27.0,37177.0,3.0,110.0,0.0,0.0,1600.0,5.0,1130.0
51,18750.0,31.0,36544.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
52,17950.0,30.0,33511.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
53,17950.0,27.0,32809.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
54,16950.0,26.0,32181.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
55,18950.0,28.0,30993.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
56,14950.0,22.0,30400.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
57,22250.0,22.0,30000.0,2.0,110.0,1.0,0.0,2000.0,5.0,1275.0
58,15950.0,25.0,29719.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
59,15950.0,28.0,29206.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
60,12995.0,32.0,29198.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
61,18950.0,28.0,28817.0,3.0,110.0,1.0,0.0,1598.0,5.0,1130.0
62,15750.0,23.0,28227.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
63,19950.0,28.0,28000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1130.0
64,16950.0,23.0,28000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
65,18750.0,31.0,25266.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
66,18450.0,27.0,23489.0,3.0,110.0,0.0,0.0,1600.0,5.0,1115.0
67,16895.0,29.0,22575.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
68,14900.0,30.0,22000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
69,17250.0,29.0,20000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
70,15450.0,25.0,17003.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
71,17950.0,31.0,16238.0,3.0,110.0,1.0,1.0,1600.0,5.0,1180.0
72,16650.0,25.0,15414.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
73,17450.0,28.0,8537.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
74,14900.0,30.0,7000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1100.0
75,17950.0,20.0,66966.0,2.0,90.0,1.0,0.0,2000.0,3.0,1245.0
76,15950.0,19.0,51884.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
77,21950.0,19.0,50005.0,2.0,110.0,1.0,0.0,2000.0,3.0,1265.0
78,16450.0,20.0,48110.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
79,22250.0,20.0,37500.0,2.0,90.0,1.0,0.0,2000.0,3.0,1260.0
80,19950.0,16.0,34472.0,2.0,90.0,1.0,0.0,1995.0,3.0,1260.0
81,15950.0,20.0,33329.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
82,18900.0,20.0,31850.0,3.0,110.0,0.0,0.0,1600.0,3.0,1120.0
83,19950.0,17.0,30351.0,2.0,90.0,1.0,0.0,1995.0,3.0,1260.0
84,15950.0,19.0,29435.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
85,15950.0,19.0,25948.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
86,18750.0,11.0,24500.0,3.0,110.0,1.0,0.0,1600.0,3.0,1120.0
87,17450.0,18.0,23902.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
88,18990.0,20.0,23175.0,3.0,110.0,1.0,0.0,1600.0,3.0,1120.0
89,16250.0,19.0,19200.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
90,18500.0,13.0,18000.0,3.0,71.0,0.0,0.0,1400.0,3.0,1125.0
91,18500.0,11.0,16123.0,3.0,110.0,1.0,0.0,1600.0,3.0,1105.0
92,19450.0,11.0,14635.0,3.0,110.0,1.0,1.0,1600.0,3.0,1155.0
93,16950.0,19.0,13748.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
94,18800.0,14.0,11500.0,3.0,110.0,1.0,0.0,1600.0,3.0,1045.0
95,17450.0,17.0,10000.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
96,17950.0,20.0,7187.0,3.0,110.0,1.0,0.0,1600.0,3.0,1105.0
97,32500.0,4.0,1.0,2.0,116.0,0.0,0.0,2000.0,5.0,1480.0
98,31000.0,4.0,4000.0,2.0,116.0,1.0,0.0,2000.0,5.0,1480.0
99,31275.0,4.0,1500.0,2.0,116.0,1.0,0.0,2000.0,5.0,1480.0
100,24950.0,8.0,13253.0,2.0,116.0,1.0,0.0,2000.0,5.0,1320.0
101,24950.0,8.0,13253.0,2.0,116.0,1.0,0.0,2000.0,5.0,1320.0
102,22950.0,7.0,10000.0,2.0,116.0,1.0,0.0,2000.0,5.0,1270.0
103,21950.0,8.0,10841.0,2.0,90.0,1.0,0.0,2000.0,5.0,1270.0
104,17900.0,7.0,1.0,3.0,110.0,1.0,0.0,1600.0,3.0,1105.0
105,19250.0,20.0,63000.0,2.0,90.0,1.0,0.0,2000.0,5.0,1255.0
106,22250.0,17.0,57313.0,2.0,110.0,1.0,0.0,2000.0,5.0,1275.0
107,18950.0,13.0,57037.0,3.0,110.0,0.0,0.0,1600.0,5.0,1115.0
108,18950.0,20.0,39115.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
109,21750.0,16.0,36000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
110,15950.0,20.0,36000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
111,16500.0,20.0,35000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
112,17950.0,17.0,33740.0,3.0,97.0,1.0,0.0,1400.0,5.0,1135.0
113,15850.0,13.0,33477.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
114,16250.0,20.0,32627.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
115,15950.0,20.0,29797.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
116,16250.0,19.0,29441.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
117,15950.0,13.0,29371.0,3.0,110.0,1.0,0.0,1600.0,4.0,1105.0
118,16500.0,20.0,29000.0,3.0,97.0,0.0,0.0,1400.0,5.0,1110.0
119,16500.0,19.0,27821.0,3.0,97.0,0.0,0.0,1400.0,5.0,1110.0
120,18450.0,19.0,27371.0,3.0,97.0,0.0,0.0,1400.0,5.0,1135.0
121,16250.0,13.0,25170.0,3.0,110.0,1.0,0.0,1600.0,5.0,1105.0
122,23000.0,11.0,25000.0,2.0,116.0,1.0,0.0,2000.0,5.0,1320.0
123,19900.0,20.0,23000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
124,16450.0,20.0,22588.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
125,23950.0,19.0,21684.0,3.0,192.0,1.0,0.0,1800.0,5.0,1185.0
126,19950.0,13.0,21428.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
127,18950.0,15.0,20270.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
128,20500.0,20.0,20000.0,3.0,110.0,0.0,1.0,1600.0,5.0,1165.0
129,24500.0,13.0,19988.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
130,19450.0,19.0,18328.0,3.0,110.0,0.0,0.0,1600.0,5.0,1130.0
131,20950.0,14.0,17896.0,3.0,110.0,1.0,1.0,1600.0,4.0,1150.0
132,17200.0,20.0,17300.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
133,19950.0,19.0,17038.0,3.0,110.0,0.0,0.0,1600.0,5.0,1130.0
134,18450.0,10.0,13747.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
135,19500.0,12.0,13634.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
136,21750.0,13.0,13178.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
137,16868.0,15.0,13157.0,3.0,97.0,1.0,0.0,1400.0,4.0,1085.0
138,19500.0,16.0,13000.0,3.0,110.0,1.0,0.0,1600.0,4.0,1105.0
139,18900.0,11.0,12500.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
140,19750.0,17.0,11999.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
141,20750.0,17.0,10000.0,3.0,110.0,0.0,0.0,1598.0,5.0,1105.0
142,19600.0,9.0,7650.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
143,19500.0,14.0,6500.0,3.0,110.0,1.0,0.0,1600.0,4.0,1100.0
144,17650.0,11.0,6155.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
145,19950.0,14.0,6000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1130.0
146,20500.0,12.0,5000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
147,17795.0,9.0,1.0,3.0,98.0,1.0,0.0,1400.0,4.0,1065.0
148,23750.0,8.0,11000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
149,19500.0,8.0,10077.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
150,18950.0,8.0,10000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
151,21950.0,8.0,9788.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
152,19950.0,8.0,8574.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
153,18950.0,8.0,7000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1115.0
154,19950.0,7.0,6250.0,3.0,110.0,1.0,0.0,1600.0,5.0,1115.0
155,21950.0,8.0,5000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
156,22500.0,6.0,3000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1130.0
157,18500.0,7.0,2000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
158,18700.0,7.0,450.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
159,21500.0,2.0,15.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
160,17795.0,1.0,1.0,3.0,98.0,1.0,0.0,1400.0,4.0,1100.0
161,18245.0,1.0,1.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
162,6950.0,43.0,243000.0,2.0,69.0,0.0,0.0,1900.0,3.0,1110.0
163,9500.0,38.0,180638.0,2.0,90.0,0.0,0.0,2000.0,4.0,1160.0
164,11950.0,40.0,179860.0,2.0,90.0,1.0,0.0,2000.0,5.0,1205.0
165,7750.0,43.0,178858.0,1.0,110.0,0.0,0.0,1600.0,3.0,1084.0
166,11950.0,40.0,161000.0,2.0,69.0,1.0,0.0,1900.0,3.0,1105.0
167,4750.0,44.0,131273.0,2.0,69.0,1.0,0.0,1800.0,5.0,1110.0
168,11750.0,40.0,130062.0,2.0,69.0,1.0,0.0,1900.0,5.0,1140.0
169,13250.0,41.0,123425.0,2.0,69.0,1.0,0.0,1900.0,5.0,1140.0
170,11950.0,37.0,118217.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
171,11900.0,44.0,110000.0,2.0,69.0,1.0,0.0,1900.0,5.0,1095.0
172,14750.0,39.0,108847.0,2.0,90.0,1.0,0.0,2000.0,5.0,1205.0
173,9950.0,42.0,105699.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
174,11950.0,39.0,98823.0,1.0,110.0,1.0,0.0,1600.0,5.0,1119.0
175,11250.0,40.0,96518.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
176,10500.0,42.0,92204.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
177,10450.0,35.0,91456.0,2.0,69.0,1.0,0.0,1900.0,3.0,1110.0
178,12950.0,43.0,89968.0,2.0,69.0,1.0,0.0,1900.0,5.0,1140.0
179,11500.0,44.0,89757.0,3.0,110.0,1.0,0.0,1600.0,3.0,1045.0
180,12500.0,40.0,85389.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
181,10950.0,43.0,85017.0,3.0,97.0,0.0,0.0,1400.0,5.0,1060.0
182,11450.0,41.0,84312.0,3.0,110.0,0.0,0.0,1600.0,5.0,1080.0
183,11950.0,37.0,82743.0,1.0,110.0,1.0,0.0,1600.0,5.0,1121.0
184,13250.0,41.0,81106.0,2.0,69.0,1.0,0.0,1900.0,5.0,1140.0
185,14750.0,40.0,80425.0,2.0,90.0,1.0,0.0,2000.0,5.0,1205.0
186,11790.0,34.0,78677.0,3.0,110.0,1.0,1.0,1600.0,5.0,1105.0
187,11450.0,40.0,78425.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
188,13500.0,33.0,78108.0,2.0,90.0,1.0,0.0,2000.0,3.0,1170.0
189,10950.0,33.0,77321.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
190,13500.0,33.0,75699.0,2.0,69.0,0.0,0.0,1900.0,3.0,1105.0
191,10950.0,41.0,75697.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
192,10950.0,44.0,74846.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
193,12950.0,38.0,74319.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
194,11950.0,43.0,74285.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
195,11950.0,40.0,73042.0,3.0,110.0,1.0,0.0,1598.0,5.0,1075.0
196,12450.0,35.0,71200.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
197,12950.0,38.0,67805.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
198,11950.0,35.0,65988.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
199,11690.0,34.0,65345.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
200,12450.0,42.0,64564.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
201,12750.0,36.0,63459.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
202,11925.0,44.0,63451.0,3.0,97.0,0.0,0.0,1400.0,3.0,1025.0
203,12950.0,33.0,62000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
204,11950.0,42.0,61300.0,3.0,97.0,1.0,0.0,1400.0,3.0,1030.0
205,11900.0,41.0,61000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
206,11650.0,38.0,60829.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
207,10950.0,44.0,60500.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
208,13950.0,35.0,59500.0,2.0,69.0,1.0,0.0,1900.0,3.0,1110.0
209,13950.0,44.0,59000.0,3.0,110.0,0.0,1.0,1600.0,5.0,1110.0
210,11950.0,40.0,58954.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
211,10950.0,38.0,58798.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
212,13500.0,33.0,57711.0,2.0,90.0,1.0,0.0,2000.0,3.0,1165.0
213,11690.0,33.0,57269.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
214,13500.0,39.0,56001.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
215,11950.0,42.0,55968.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
216,12900.0,39.0,55678.0,3.0,110.0,1.0,0.0,1600.0,4.0,1030.0
217,13500.0,43.0,55539.0,3.0,110.0,1.0,0.0,1600.0,5.0,1085.0
218,11750.0,42.0,55400.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
219,11750.0,33.0,55350.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
220,14950.0,42.0,53719.0,3.0,110.0,1.0,1.0,1600.0,5.0,1105.0
221,9940.0,39.0,53644.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
222,12900.0,42.0,53350.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
223,13500.0,38.0,53000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
224,11750.0,44.0,52084.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
225,11950.0,44.0,52000.0,3.0,97.0,0.0,0.0,1400.0,3.0,1025.0
226,13450.0,33.0,51945.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
227,11950.0,41.0,51732.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
228,12495.0,39.0,50873.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
229,13500.0,41.0,50856.0,3.0,110.0,0.0,0.0,1600.0,4.0,1030.0
230,12750.0,40.0,50640.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
231,12000.0,39.0,50000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
232,11950.0,38.0,49500.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
233,12495.0,44.0,49332.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
234,12450.0,34.0,49291.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
235,14750.0,40.0,48952.0,2.0,90.0,1.0,0.0,2000.0,5.0,1205.0
236,10950.0,39.0,48945.0,3.0,110.0,0.0,0.0,1600.0,3.0,1040.0
237,13500.0,33.0,48928.0,2.0,69.0,1.0,0.0,1900.0,3.0,1105.0
238,12950.0,38.0,48197.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
239,13450.0,34.0,48011.0,3.0,110.0,1.0,0.0,1600.0,4.0,1030.0
240,13500.0,43.0,48000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
241,11495.0,39.0,46694.0,3.0,110.0,0.0,0.0,1600.0,3.0,1040.0
242,12750.0,43.0,46515.0,3.0,97.0,0.0,0.0,1400.0,5.0,1025.0
243,14990.0,38.0,46327.0,3.0,110.0,1.0,0.0,1600.0,3.0,1055.0
244,12950.0,35.0,46304.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
245,12950.0,40.0,45886.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
246,13950.0,40.0,45600.0,3.0,110.0,1.0,1.0,1600.0,5.0,1105.0
247,12950.0,39.0,45081.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
248,11700.0,40.0,44830.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
249,9950.0,37.0,44757.0,3.0,97.0,0.0,0.0,1400.0,3.0,1025.0
250,12950.0,43.0,43632.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
251,10500.0,35.0,43000.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
252,12295.0,33.0,42823.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
253,13950.0,42.0,42560.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
254,10950.0,38.0,41754.0,3.0,110.0,0.0,0.0,1600.0,3.0,1040.0
255,12950.0,44.0,41499.0,1.0,110.0,1.0,0.0,1600.0,5.0,1103.0
256,12850.0,40.0,41339.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
257,13995.0,35.0,41000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
258,13750.0,39.0,40000.0,3.0,110.0,1.0,0.0,1600.0,3.0,1055.0
259,12750.0,37.0,39757.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
260,12500.0,41.0,39659.0,3.0,110.0,1.0,0.0,1600.0,3.0,1045.0
261,13950.0,43.0,39650.0,3.0,110.0,0.0,0.0,1600.0,3.0,1055.0
262,11500.0,39.0,39524.0,3.0,97.0,1.0,0.0,1398.0,3.0,1025.0
263,13950.0,44.0,39516.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
264,11895.0,41.0,39439.0,3.0,97.0,0.0,0.0,1400.0,5.0,1060.0
265,9950.0,44.0,39000.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
266,13500.0,42.0,38932.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
267,11450.0,37.0,38812.0,3.0,97.0,0.0,0.0,1400.0,3.0,1025.0
268,12450.0,42.0,38665.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
269,12950.0,40.0,38653.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
270,13995.0,44.0,38461.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
271,11750.0,42.0,38078.0,3.0,97.0,0.0,0.0,1400.0,3.0,1025.0
272,11650.0,39.0,37782.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
273,9950.0,43.0,37576.0,3.0,97.0,0.0,0.0,1400.0,3.0,1030.0
274,13950.0,41.0,37533.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
275,12950.0,44.0,37389.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
276,9900.0,42.0,37000.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
277,11950.0,44.0,37000.0,3.0,110.0,0.0,0.0,1600.0,4.0,1075.0
278,11990.0,40.0,36566.0,3.0,110.0,0.0,0.0,1600.0,5.0,1090.0
279,10750.0,36.0,36269.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
280,13950.0,37.0,36074.0,3.0,110.0,1.0,1.0,1600.0,5.0,1075.0
281,11250.0,44.0,36066.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
282,12950.0,39.0,34599.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
283,11950.0,41.0,34000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
284,12950.0,33.0,33591.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
285,12950.0,35.0,33258.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
286,11695.0,43.0,33113.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
287,11000.0,41.0,33000.0,3.0,110.0,1.0,1.0,1600.0,5.0,1075.0
288,13950.0,35.0,32941.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
289,11950.0,38.0,32781.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
290,11750.0,40.0,32532.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
291,12900.0,33.0,31000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
292,12200.0,41.0,30989.0,3.0,110.0,0.0,0.0,1600.0,3.0,1045.0
293,12750.0,43.0,30742.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
294,11900.0,41.0,29716.0,3.0,116.0,1.0,0.0,1600.0,5.0,1075.0
295,11950.0,44.0,29716.0,3.0,110.0,1.0,1.0,1600.0,3.0,1070.0
296,14950.0,42.0,29640.0,3.0,110.0,0.0,0.0,1600.0,3.0,1055.0
297,11950.0,41.0,29056.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
298,12950.0,33.0,28715.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
299,14950.0,41.0,28571.0,3.0,110.0,0.0,0.0,1600.0,5.0,1090.0
300,13450.0,40.0,28362.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
301,13750.0,38.0,28150.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
302,12950.0,43.0,27301.0,3.0,110.0,1.0,0.0,1600.0,3.0,1040.0
