,0,1,2,3,4,5,6,7,8,9
31,14950.0,41.0,28571.0,3.0,110.0,0.0,0.0,1600.0,5.0,1090.0
32,10950.0,43.0,85017.0,3.0,97.0,0.0,0.0,1400.0,5.0,1060.0
33,18950.0,20.0,39115.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
34,9750.0,68.0,58860.0,3.0,110.0,1.0,0.0,1600.0,3.0,1055.0
35,9900.0,68.0,62222.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
36,11750.0,48.0,75045.0,3.0,110.0,1.0,0.0,1600.0,3.0,1055.0
37,5950.0,78.0,82595.0,3.0,86.0,1.0,0.0,1300.0,3.0,1015.0
38,7350.0,72.0,112000.0,3.0,86.0,1.0,0.0,1300.0,3.0,1015.0
39,13750.0,54.0,40325.0,3.0,86.0,0.0,0.0,1300.0,5.0,1045.0
40,13750.0,30.0,38500.0,2.0,90.0,0.0,0.0,2000.0,3.0,1170.0
41,8900.0,67.0,54847.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
42,8950.0,65.0,47014.0,3.0,86.0,1.0,0.0,1300.0,3.0,1015.0
43,10500.0,50.0,73634.0,3.0,110.0,0.0,0.0,1587.0,5.0,1075.0
44,9950.0,61.0,66000.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
45,8750.0,74.0,89800.0,2.0,72.0,1.0,0.0,2000.0,3.0,1115.0
46,10500.0,60.0,79150.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
47,7950.0,72.0,78120.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
48,10250.0,52.0,49432.0,3.0,110.0,1.0,0.0,1600.0,3.0,1050.0
49,18990.0,20.0,23175.0,3.0,110.0,1.0,0.0,1600.0,3.0,1120.0
50,6250.0,80.0,92830.0,3.0,86.0,1.0,0.0,1300.0,3.0,1015.0
51,8250.0,80.0,52700.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
52,11500.0,44.0,89757.0,3.0,110.0,1.0,0.0,1600.0,3.0,1045.0
53,12450.0,42.0,38665.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
54,11950.0,55.0,74715.0,3.0,110.0,1.0,0.0,1600.0,5.0,1080.0
55,11950.0,55.0,52141.0,3.0,110.0,1.0,0.0,1600.0,5.0,1070.0
56,24950.0,8.0,13253.0,2.0,116.0,1.0,0.0,2000.0,5.0,1320.0
57,8950.0,71.0,65021.0,2.0,72.0,1.0,0.0,2000.0,3.0,1115.0
58,16450.0,20.0,22588.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
59,9750.0,66.0,63328.0,3.0,86.0,0.0,1.0,1300.0,5.0,1065.0
60,20500.0,12.0,5000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1130.0
61,8950.0,68.0,119500.0,3.0,110.0,1.0,0.0,1600.0,5.0,1070.0
62,6999.0,71.0,64000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1070.0
63,12950.0,33.0,62000.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
64,12500.0,48.0,43120.0,3.0,97.0,1.0,0.0,1400.0,3.0,1030.0
65,10950.0,58.0,51421.0,3.0,110.0,0.0,1.0,1600.0,5.0,1105.0
66,32500.0,4.0,1.0,2.0,116.0,0.0,0.0,2000.0,5.0,1480.0
67,9500.0,59.0,86871.0,3.0,86.0,1.0,0.0,1300.0,5.0,1040.0
68,8950.0,80.0,86000.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
69,17950.0,24.0,21716.0,3.0,110.0,1.0,0.0,1600.0,3.0,1105.0
70,9950.0,62.0,61254.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
71,8250.0,63.0,72522.0,3.0,110.0,1.0,0.0,1600.0,3.0,1050.0
72,10950.0,68.0,67146.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
73,11950.0,51.0,50000.0,3.0,86.0,1.0,0.0,1300.0,5.0,1045.0
74,9750.0,56.0,65400.0,3.0,97.0,1.0,0.0,1400.0,3.0,1025.0
75,18900.0,20.0,31850.0,3.0,110.0,0.0,0.0,1600.0,3.0,1120.0
76,9950.0,61.0,97648.0,3.0,110.0,1.0,0.0,1600.0,3.0,1065.0
77,18800.0,14.0,11500.0,3.0,110.0,1.0,0.0,1600.0,3.0,1045.0
78,8750.0,69.0,52000.0,3.0,110.0,1.0,0.0,1600.0,3.0,1050.0
79,10950.0,60.0,37111.0,3.0,110.0,1.0,0.0,1600.0,3.0,1050.0
80,17950.0,20.0,66966.0,2.0,90.0,1.0,0.0,2000.0,3.0,1245.0
81,7950.0,79.0,131500.0,2.0,72.0,0.0,0.0,2000.0,5.0,1140.0
82,11950.0,58.0,34000.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
83,8750.0,61.0,55747.0,3.0,86.0,0.0,0.0,1300.0,3.0,1020.0
84,11450.0,48.0,49417.0,3.0,110.0,1.0,0.0,1600.0,3.0,1045.0
85,7250.0,70.0,16916.0,3.0,86.0,1.0,0.0,1300.0,3.0,1015.0
86,14950.0,22.0,30400.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
87,12200.0,41.0,30989.0,3.0,110.0,0.0,0.0,1600.0,3.0,1045.0
88,17450.0,18.0,23902.0,3.0,97.0,1.0,0.0,1400.0,3.0,1100.0
89,7750.0,63.0,109230.0,3.0,110.0,0.0,0.0,1600.0,3.0,1050.0
90,12950.0,32.0,61000.0,2.0,90.0,0.0,0.0,2000.0,3.0,1170.0
91,9950.0,65.0,65513.0,3.0,110.0,1.0,1.0,1600.0,4.0,1070.0
92,11990.0,40.0,36566.0,3.0,110.0,0.0,0.0,1600.0,5.0,1090.0
93,6950.0,72.0,42000.0,3.0,110.0,1.0,0.0,1600.0,3.0,1050.0
94,12950.0,43.0,43632.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
95,9450.0,60.0,115191.0,1.0,110.0,1.0,0.0,1600.0,4.0,1079.0
96,10500.0,49.0,91340.0,3.0,110.0,1.0,0.0,1600.0,3.0,1055.0
97,16250.0,19.0,29441.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
98,19950.0,22.0,43610.0,3.0,192.0,0.0,0.0,1800.0,3.0,1185.0
99,6900.0,69.0,79000.0,3.0,86.0,0.0,0.0,1300.0,3.0,1015.0
100,11750.0,38.0,16000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
101,8950.0,57.0,65000.0,3.0,110.0,0.0,0.0,1600.0,4.0,1035.0
102,6250.0,67.0,149000.0,2.0,90.0,1.0,0.0,2000.0,5.0,1135.0
103,9450.0,66.0,58113.0,3.0,107.0,1.0,1.0,1600.0,3.0,1085.0
104,13750.0,38.0,28150.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
105,7600.0,77.0,114258.0,3.0,86.0,1.0,0.0,1300.0,5.0,1050.0
106,12950.0,45.0,36000.0,3.0,110.0,1.0,1.0,1600.0,3.0,1070.0
107,9980.0,49.0,34890.0,3.0,97.0,0.0,0.0,1400.0,3.0,1025.0
108,9750.0,69.0,52320.0,3.0,110.0,0.0,0.0,1600.0,5.0,1070.0
109,10900.0,57.0,35000.0,3.0,86.0,1.0,0.0,1300.0,5.0,1045.0
110,13500.0,39.0,56001.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
111,11500.0,48.0,63000.0,2.0,69.0,1.0,0.0,1900.0,5.0,1140.0
112,8500.0,77.0,71825.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
113,6500.0,78.0,115000.0,3.0,107.0,1.0,1.0,1600.0,5.0,1100.0
114,18450.0,10.0,13747.0,3.0,97.0,1.0,0.0,1400.0,5.0,1110.0
115,13500.0,43.0,10000.0,3.0,97.0,1.0,0.0,1400.0,5.0,1060.0
116,6750.0,75.0,87613.0,3.0,86.0,0.0,0.0,1300.0,3.0,1015.0
117,10895.0,53.0,79800.0,3.0,110.0,0.0,0.0,1600.0,5.0,1075.0
118,10450.0,62.0,82421.0,3.0,110.0,1.0,0.0,1600.0,3.0,1065.0
119,9500.0,80.0,137178.0,2.0,90.0,1.0,0.0,2000.0,5.0,1135.0
120,7750.0,79.0,71359.0,3.0,110.0,1.0,0.0,1600.0,3.0,1050.0
121,7900.0,68.0,204250.0,2.0,72.0,0.0,0.0,2000.0,3.0,1115.0
122,21500.0,31.0,23000.0,3.0,192.0,1.0,0.0,1800.0,3.0,1185.0
123,10450.0,65.0,36000.0,3.0,110.0,1.0,0.0,1600.0,3.0,1065.0
124,11700.0,40.0,44830.0,3.0,110.0,1.0,0.0,1600.0,5.0,1075.0
